City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,potosi,-19.5836,-65.7531,63.23,21,97,3.04,BO,1699732151
366,mangai,-4.05,19.5333,70.95,99,92,2.68,CD,1699732153
367,ghanzi,-21.5667,21.7833,85.06,21,8,9.95,BW,1699732016
368,tommot,58.9564,126.2925,18.09,88,100,14.16,RU,1699732155
369,nizhnesortymskiy,62.4397,71.7603,31.41,99,100,13.82,RU,1699732157
370,qarqin,37.4185,66.0436,55.99,45,41,9.8,AF,1699732159
371,lalibela,12.0333,39.0333,60.66,50,92,7.45,ET,1699732160
372,galesong,-5.3166,119.3661,77.02,77,62,6.22,ID,1699731787
373,puerto carreno,6.189,-67.4859,91.38,58,40,5.75,CO,1699732163
374,zhosaly,45.4878,64.0781,45.12,69,94,17.18,KZ,1699732165
375,quzhou,28.9594,118.8686,53.96,95,100,3.83,CN,1699732166
376,palmer,42.1584,-72.3287,51.06,46,0,11.5,US,1699731861
377,cole harbour,44.6724,-63.4751,40.93,81,87,17.27,CA,1699731863
378,marsh harbour,26.5412,-77.0636,80.38,74,24,13.29,BS,1699732169
379,douglas,41.3,-96.167,54.68,51,100,21.85,US,1699731609
380,kalmunai,7.4167,81.8167,78.46,88,100,4.14,LK,1699731685
381,palikir - national government center,6.9248,158.1611,75.94,94,75,3.44,FM,1699731668
382,aral,40.5156,81.2636,44.13,39,7,5.61,CN,1699732176
383,tazovsky,67.4667,78.7,24.53,97,100,10.94,RU,1699731720
384,nyurba,63.2842,118.3319,14.38,89,73,8.08,RU,1699731943
385,merritt,50.1123,-120.7942,50.32,61,46,1.99,CA,1699732165
386,codrington,-38.2667,141.9667,54.18,62,100,8.77,AU,1699731734
387,antofagasta,-23.65,-70.4,67.28,67,16,12.44,CL,1699732182
388,bisceglie,41.242,16.5044,55.18,55,7,4.0,IT,1699732183
389,tyuratam,45.6507,63.3156,45.01,67,94,18.19,KZ,1699732185
390,praia,14.9215,-23.5087,79.34,65,20,13.8,CV,1699732186
391,boa vista,2.8197,-60.6733,93.18,43,40,6.91,BR,1699732187
392,el granada,37.5027,-122.4694,72.43,56,0,6.91,US,1699731767
393,tres palos,18.1833,-101.6167,89.1,53,42,3.47,MX,1699732189
394,znamenskoye,57.1281,73.8282,32.52,99,100,3.18,RU,1699732190
395,vila velha,-20.3297,-40.2925,84.15,80,0,20.71,BR,1699731554
396,santa catalina,9.3337,122.8637,78.01,86,18,4.5,PH,1699732193
397,traunreut,47.9627,12.5923,41.18,76,65,1.01,DE,1699732194
398,zboriv,49.6648,25.141,42.4,86,100,5.3,UA,1699732196
399,sorong,-0.8833,131.25,78.73,87,100,8.84,ID,1699731999
400,lambarene,-0.7001,10.2406,74.66,97,100,2.75,GA,1699732199
401,imperatriz,-5.5264,-47.4917,95.05,46,20,4.61,BR,1699732201
402,la'ie,21.6477,-157.9253,84.16,72,22,5.99,US,1699731848
403,turabah,21.2141,41.6331,70.61,26,0,13.8,SA,1699732203
404,san andres,12.5847,-81.7006,86.02,84,20,12.66,CO,1699731666
405,okhotsk,59.3833,143.3,-4.04,89,3,20.31,RU,1699731666
406,gambiran satu,-8.3939,114.1464,73.45,96,20,2.1,ID,1699732207
407,dapaong,10.8639,0.205,87.33,27,2,2.8,TG,1699731787
408,phongsali,21.6833,102.1058,63.48,73,98,0.34,LA,1699732210
409,grande prairie,55.1667,-118.8027,42.98,65,75,3.44,CA,1699732021
410,murzuq,25.9155,13.9184,73.24,24,0,6.64,LY,1699732212
411,pisco,-13.7,-76.2167,71.65,78,100,11.5,PE,1699731912
412,xai-xai,-25.0519,33.6442,74.71,66,0,14.41,MZ,1699732215
413,aras-asan,8.8908,126.3033,77.97,86,46,3.78,PH,1699732216
414,eldorado,-23.7869,-54.2836,98.02,36,99,5.03,BR,1699732063
415,agdas,40.65,47.4761,47.86,63,73,3.04,AZ,1699732219
416,fort st. john,56.2499,-120.8529,39.09,65,75,13.8,CA,1699731485
417,port douglas,-16.4833,145.4667,73.24,82,34,8.9,AU,1699731783
418,volkhov,59.9258,32.3382,38.62,96,96,4.09,RU,1699732222
419,lerwick,60.1545,-1.1494,41.0,77,100,13.76,GB,1699731800
420,susuman,62.7833,148.1667,-27.9,100,82,0.18,RU,1699731735
421,boyolangu,-8.1181,111.8935,75.72,90,67,3.02,ID,1699732228
422,spring creek,40.7266,-115.5859,49.3,25,68,9.35,US,1699732229
423,masuguru,-11.3667,38.4167,82.35,62,67,7.14,TZ,1699732231
424,tefe,-3.3542,-64.7114,93.31,55,40,2.3,BR,1699732232
425,suchindram,8.15,77.4833,76.87,88,100,17.02,IN,1699732233
426,katsuren-haebaru,26.3369,127.8719,68.4,88,75,11.5,JP,1699731772
427,el obeid,13.1842,30.2167,86.11,37,65,6.22,SD,1699732236
428,boda,4.3189,17.4695,71.42,94,98,0.85,CF,1699732237
429,zaozersk,69.4005,32.4476,17.65,97,59,4.61,RU,1699731721
430,camabatela,-8.1881,15.375,63.32,97,83,1.43,AO,1699732239
431,majagual,8.5389,-74.6204,91.63,60,49,3.69,CO,1699732241
432,ocean shores,46.9737,-124.1563,56.01,85,100,16.11,US,1699732194
433,berdigestyakh,62.0989,126.6992,15.8,92,100,10.0,RU,1699732243
434,buka,40.8108,69.1986,49.91,84,96,7.83,UZ,1699732244
435,neiafu,-18.65,-173.9833,74.08,94,100,11.5,TO,1699732245
436,turgenevo,54.8455,46.3297,36.63,89,100,4.99,RU,1699732247
437,port saint john's,-31.6229,29.5448,67.53,88,97,12.01,ZA,1699732248
438,swakopmund,-22.6833,14.5333,63.45,84,100,6.69,NA,1699732249
439,rumphi,-11.0186,33.8575,70.0,74,22,4.23,MW,1699732250
440,osiek,49.9507,19.2644,45.0,87,100,6.73,PL,1699732251
441,jinsha,32.0898,121.0735,47.98,89,100,14.52,CN,1699732252
442,mukalla,14.5425,49.1242,80.98,72,93,4.81,YE,1699732253
443,wenzhou,27.9994,120.6668,59.36,91,100,3.78,CN,1699732174
444,skovorodino,53.9833,123.9167,8.38,86,100,3.65,RU,1699732256
445,luanda,-8.8368,13.2343,78.8,83,40,9.22,AO,1699731601
446,caleta de carquin,-11.0925,-77.6267,72.54,72,22,13.71,PE,1699731942
447,prince rupert,54.3161,-130.3201,46.09,75,75,13.8,CA,1699731855
448,goshainganj,26.5833,82.3833,68.36,65,0,6.06,IN,1699732260
449,kenai,60.5544,-151.2583,27.14,98,75,4.61,US,1699732261
450,tobelo,1.7284,128.0095,79.56,82,100,3.02,ID,1699731734
451,twon-brass,4.3151,6.2418,80.91,82,58,9.28,NG,1699732264
452,bodo,67.28,14.405,32.04,64,0,24.16,NO,1699731696
453,burkburnett,34.0979,-98.5706,62.38,45,0,5.75,US,1699732267
454,priozersk,61.0393,30.1291,45.0,88,100,5.1,RU,1699731750
455,ashta,23.0167,76.7167,65.48,31,3,7.96,IN,1699732270
456,lugovoye,42.9094,72.7178,42.58,77,100,2.75,KZ,1699732271
457,wewak,-3.5534,143.6268,78.33,87,100,5.84,PG,1699732273
458,rawson,-43.3002,-65.1023,66.49,45,95,16.11,AR,1699732249
459,kristiansund,63.1115,7.732,36.25,69,75,5.75,NO,1699732277
460,mozarlandia,-14.7447,-50.5706,97.09,24,87,4.76,BR,1699731754
461,naze,28.3667,129.4833,59.92,87,98,14.41,JP,1699731737
462,gangtok,27.3333,88.6167,48.97,61,7,5.88,IN,1699732282
463,kokopo,-4.352,152.2633,75.31,83,93,10.45,PG,1699732283
464,taroa,8.7058,171.2275,82.38,82,100,13.73,MH,1699731751
465,stephenville,32.2207,-98.2023,64.17,61,0,4.61,US,1699731912
466,otterndorf,53.8,8.9,43.03,95,100,3.44,DE,1699732287
467,fale old settlement,-9.3852,-171.2468,83.5,74,94,7.2,TK,1699732288
468,tarinkot,32.6268,65.8733,52.25,26,79,0.51,AF,1699732289
469,parry sound,45.3501,-80.033,37.45,60,6,6.13,CA,1699732059
470,lospalos,-8.5186,127.0025,69.71,90,4,1.63,TL,1699732293
471,south hedland,-20.4089,118.5983,73.33,88,2,10.36,AU,1699732294
472,matoury,4.8483,-52.3317,84.58,67,7,10.04,GF,1699732296
473,badger,64.8,-147.5333,15.67,85,100,4.61,US,1699732298
474,greenville,35.6127,-77.3663,53.76,83,100,3.44,US,1699732009
475,sandnessjoen,66.0217,12.6316,28.92,67,0,15.3,NO,1699731925
476,virginia,37.5481,-77.4467,61.21,51,40,5.75,US,1699732125
477,merced,37.1666,-120.7516,68.05,40,100,4.97,US,1699732252
478,mcalester,34.9334,-95.7697,64.49,32,20,3.44,US,1699732293
479,olyokminsk,60.3736,120.4264,20.3,71,100,13.33,RU,1699732305
480,tabuk,17.4189,121.4443,72.37,91,85,2.73,PH,1699732306
481,roma,43.2128,-75.4557,40.57,63,20,13.8,US,1699732308
482,puerto santa,-8.9906,-78.6456,70.61,77,55,12.62,PE,1699732309
483,male,4.1748,73.5089,80.55,94,75,3.44,MV,1699732310
484,strathalbyn,-35.2667,138.9,55.18,91,84,5.95,AU,1699732311
485,almeria,37.1667,-2.3333,55.44,58,97,7.74,ES,1699732312
486,richards bay,-28.783,32.0377,72.39,85,99,9.66,ZA,1699731805
487,mount gambier,-37.8333,140.7667,45.48,86,4,3.42,AU,1699731756
488,severobaykal'sk,55.65,109.3167,20.5,74,62,3.11,RU,1699732315
489,filadelfia,39.9523,-75.1638,57.7,48,75,12.66,US,1699731940
490,lata,40.1629,-8.3327,64.08,96,94,6.04,PT,1699732318
491,si racha,13.1737,100.9311,82.29,100,100,3.8,TH,1699732268
492,konarka,19.9,86.1167,70.2,70,7,4.63,IN,1699732322
493,maluso,6.543,121.8753,78.96,85,17,1.43,PH,1699732324
494,la ronge,55.1001,-105.2842,32.25,74,20,13.8,CA,1699731804
495,dhidhdhoo,6.8833,73.1,82.49,76,100,5.7,MV,1699732326
496,mantua,45.1667,10.7833,48.06,91,65,1.99,IT,1699732327
497,akureyri,65.6835,-18.0878,22.93,86,0,2.3,IS,1699731715
498,da lat,11.9465,108.4419,57.65,98,38,2.84,VN,1699732330
499,afaahiti,-17.75,-149.2833,85.87,81,87,14.43,PF,1699732331
500,soufriere,13.8562,-61.0566,85.6,81,75,26.46,LC,1699732332
501,natal,-5.795,-35.2094,84.85,61,40,20.71,BR,1699732097
502,jonquiere,48.4165,-71.2488,29.37,81,100,10.36,CA,1699732213
503,sena madureira,-9.0656,-68.6569,100.63,28,97,2.95,BR,1699732335
504,sirte,31.2089,16.5887,73.26,75,0,13.76,LY,1699732337
505,nizhneudinsk,54.9076,99.0276,6.31,95,32,2.15,RU,1699732338
506,alofi,-19.0595,-169.9187,73.29,94,100,16.11,NU,1699731772
507,oamaru,-45.0784,170.9801,62.38,53,61,5.95,NZ,1699731807
508,ambodifotatra,-16.9833,49.85,77.56,80,92,20.22,MG,1699732341
509,cova figueira,14.8905,-24.2934,73.06,72,5,10.8,CV,1699732343
510,lumezzane,45.65,10.25,44.69,69,39,5.61,IT,1699732344
511,saint-amable,45.6527,-73.2956,36.75,63,100,8.05,CA,1699732346
512,villa gesell,-37.2639,-56.973,71.06,62,13,16.71,AR,1699731864
513,chokwe,-24.5333,32.9833,79.99,44,3,6.96,MZ,1699732349
514,barczewo,53.8306,20.6911,43.0,93,100,3.74,PL,1699732350
515,camana,-16.6228,-72.7111,67.8,88,99,7.65,PE,1699732351
516,yeppoon,-23.1333,150.7333,67.78,66,81,11.25,AU,1699732353
517,xiangyang,32.0422,112.1448,40.8,88,72,4.36,CN,1699732332
518,ekibastuz,51.6667,75.3667,42.17,69,100,9.62,KZ,1699732356
519,ketchikan,55.3422,-131.6461,44.58,87,100,5.75,US,1699732357
520,mitu,1.1983,-70.1733,84.78,71,71,2.48,CO,1699731771
521,leamington,42.0549,-82.6062,48.27,30,6,7.16,CA,1699732361
522,leer,53.2316,7.461,46.94,96,96,10.65,DE,1699732362
523,obidos,-1.9175,-55.5181,95.81,37,24,7.61,BR,1699732363
524,svobodnyy,51.4,128.1333,6.24,85,33,8.37,RU,1699732364
525,malindi,-3.2175,40.1191,79.38,83,78,5.73,KE,1699732365
526,romanovo,52.6182,81.2271,36.59,85,100,11.5,RU,1699732367
527,sinop,41.7711,34.8709,62.37,51,100,14.65,TR,1699732369
528,korla,41.7597,86.1469,37.45,77,10,5.88,CN,1699732370
529,paramonga,-10.6667,-77.8333,71.85,74,13,13.33,PE,1699732372
530,tabou,4.423,-7.3528,78.39,87,62,6.26,CI,1699731942
531,shagonar,51.5333,92.8,11.75,95,100,3.0,RU,1699732375
532,matthew town,20.95,-73.6667,84.4,73,20,20.94,BS,1699732378
533,hilo,19.7297,-155.09,75.25,97,100,10.36,US,1699731788
534,debre tabor,11.85,38.0167,55.08,78,74,2.06,ET,1699732380
535,vila franca do campo,37.7167,-25.4333,69.89,99,6,6.22,PT,1699731908
536,upata,8.0086,-62.3989,88.27,48,100,3.51,VE,1699732383
537,anacapri,40.5558,14.2136,62.13,66,75,12.66,IT,1699732385
538,bandarbeyla,9.4942,50.8122,80.78,82,79,15.3,SO,1699731848
539,senanga,-16.1167,23.2667,80.46,42,100,4.05,ZM,1699732389
540,pingliang,35.5392,106.6861,29.75,39,2,3.67,CN,1699731848
541,margate,51.3813,1.3862,46.9,76,55,1.68,GB,1699732259
542,kruisfontein,-34.0033,24.7314,59.13,86,11,16.4,ZA,1699731801
543,tayaman,13.2295,120.5726,79.9,81,99,6.93,PH,1699732395
544,hermansverk,61.1846,6.8502,32.45,93,86,3.44,NO,1699732397
545,beni,0.5,29.4667,64.53,99,100,2.17,CD,1699732398
546,kaintragarh,20.7167,84.5333,69.08,65,0,1.72,IN,1699732400
547,mount pleasant,32.7941,-79.8626,55.38,96,100,9.22,US,1699732175
